ข้อคำถาม,5,5(%),4,4(%),3,3(%),2,2(%),1,1(%),0,0(%),x_bar,SD,topic,degree,semester,subject,section,นักศึกษาที่จดทะเบียน,นักศึกษาที่ประเมิน,url,year,sem,n,class,situation
ผู้สอนแทรกเนื้อหาเกี่ยวกับคุณธรรมจริยธรรมในการเรียนการสอน,2,16.67,9,75,1,8.33,0,0,0,0,0,0,4.08,0.51,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
โสตทัศนูปกรณ์ช่วยสอนในห้องเรียน เช่น ไมโครโฟน เครื่องฉายแผ่นทึบ มีคุณภาพพร้อมใช้งาน,5,41.67,5,41.67,2,16.67,0,0,0,0,0,0,4.25,0.75,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
สภาพของห้องเรียนหรือห้องปฏิบัติการ เช่น แสง อุณหภูมิ โต๊ะ เก้าอี้ จุดเชื่อมต่ออินเตอร์เน็ตไร้สายบริการ ฯลฯ มีความเหมาะสมและคุณภาพพร้อมใช้งาน,5,41.67,2,16.67,4,33.33,1,8.33,0,0,0,0,3.92,1.08,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
จำนวนอุปกรณ์ในการเรียนการสอนเพียงพอ และเหมาะสมต่อจำนวนผู้เรียน เช่น คอมพิวเตอร์ เครื่องดนตรี ฯลฯ,5,41.67,0,0,5,41.67,0,0,2,16.67,0,0,3.5,1.51,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
เจ้าหน้าที่อำนวยความสะดวกในการให้บริการในการเรียนวิชานี้,6,50,3,25,3,25,0,0,0,0,0,0,4.25,0.87,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,1/2562,YRY790,231863,50,12 (24.00%),https://sgulyano.github.io/eval/48033334.html,2562,1,12,1/2562|YRY790|231863,normal
"ผู้สอนมีการกำหนดวัตถุประสงค์, หัวข้อการสอน, และมีเอกสารอ่านประกอบ",18,54.55,9,27.27,5,15.15,1,3.03,0,0,0,0,4.33,0.85,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,YRY790,231863,64,34 (53.13%),https://sgulyano.github.io/eval/51435303.html,2564,1,34,1/2564|YRY790|231863,covid
ผู้สอนมีการสอน ตามสภาพจริง เหมาะสมภายใต้ข้อจำกัดในสถานการณ์ COVID-19 และสอดคล้องกับมาตรฐานการเรียนรู้ / ตัวชี้วัด,16,48.48,11,33.33,4,12.12,2,6.06,0,0,0,0,4.24,0.90,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,YRY790,231863,64,34 (53.13%),https://sgulyano.github.io/eval/51435303.html,2564,1,34,1/2564|YRY790|231863,covid
ผู้สอนมีการประเมินผล ตามสภาพจริง เหมาะสมภายใต้ข้อจำกัดในสถานการณ์ COVID-19 และสอดคล้องกับมาตรฐานการเรียนรู้ / ตัวชี้วัด,16,48.48,11,33.33,4,12.12,2,6.06,0,0,0,0,4.24,0.90,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,YRY790,231863,64,34 (53.13%),https://sgulyano.github.io/eval/51435303.html,2564,1,34,1/2564|YRY790|231863,covid
ผู้สอนสร้างช่องทางการติดต่อกับผู้เรียน ในการปรึกษาข้อสงสัยในหัวข้อที่เรียน ทำให้การเรียนเป็นไปตามวัตถุประสงค์,13,39.39,11,33.33,5,15.15,3,9.09,1,3.03,0,0,3.97,1.10,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,YRY790,231863,64,34 (53.13%),https://sgulyano.github.io/eval/51435303.html,2564,1,34,1/2564|YRY790|231863,covid
ผู้สอนมีการเตรียมการสอนมาอย่างดี สอนอย่างมีขั้นตอนและต่อเนื่อง ตามเค้าโครงการสอนหรือเนื้อหาวิชาที่รับผิดชอบภายใต้ข้อจำกัดในการเรียนการสอนออนไลน์,10,30.3,12,36.36,8,24.24,3,9.09,0,0,0,0,3.88,0.96,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,YRY790,231863,64,34 (53.13%),https://sgulyano.github.io/eval/51435303.html,2564,1,34,1/2564|YRY790|231863,covid
ผู้สอนอธิบายชัดเจน ตรงประเด็น มีการยกตัวอย่างประกอบให้เข้าใจง่าย และมีการใช้สื่อการสอนที่สามารถเชื่อมโยงกับเนื้อหาที่สอนให้ผู้เรียนเกิดการเรียนรู้ได้ดีขึ้น,8,24.24,10,30.3,10,30.3,5,15.15,0,0,0,0,3.64,1.03,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,YRY790,231863,64,34 (53.13%),https://sgulyano.github.io/eval/51435303.html,2564,1,34,1/2564|YRY790|231863,covid
ผู้สอนกระตุ้นและส่งเสริมให้นักศึกษาซักถาม คิด วิเคราะห์ วิจารณ์ แสดงความคิดเห็น และส่งเสริมการค้นคว้าด้วยตนเอง พร้อมแนะนำแหล่งความรู้เพิ่มเติม,13,39.39,11,33.33,5,15.15,3,9.09,1,3.03,0,0,3.97,1.10,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,YRY790,231863,64,34 (53.13%),https://sgulyano.github.io/eval/51435303.html,2564,1,34,1/2564|YRY790|231863,covid
ผู้สอนส่งเสริมให้นักศึกษามีคุณธรรม จริยธรรม และปลูกฝังจิตสํานึกให้นักศึกษานําไปประพฤติและปฏิบัติได้อย่างเหมาะสม,14,42.42,9,27.27,7,21.21,3,9.09,0,0,0,0,4.03,1.02,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,YRY790,231863,64,34 (53.13%),https://sgulyano.github.io/eval/51435303.html,2564,1,34,1/2564|YRY790|231863,covid
"ผู้สอนมีการกำหนดวัตถุประสงค์, หัวข้อการสอน, และมีเอกสารอ่านประกอบ",2,50,2,50,0,0,0,0,0,0,0,0,4.5,0.58,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2563,FGL497,696574,41,4 (9.76%),https://sgulyano.github.io/eval/53231654.html,2563,2,4,2/2563|FGL497|696574,covid
ผู้สอนมีการสอน ตามสภาพจริง เหมาะสมภายใต้ข้อจำกัดในสถานการณ์ COVID-19 และสอดคล้องกับมาตรฐานการเรียนรู้ / ตัวชี้วัด,1,25,2,50,1,25,0,0,0,0,0,0,4,0.82,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2563,FGL497,696574,41,4 (9.76%),https://sgulyano.github.io/eval/53231654.html,2563,2,4,2/2563|FGL497|696574,covid
ผู้สอนมีการประเมินผล ตามสภาพจริง เหมาะสมภายใต้ข้อจำกัดในสถานการณ์ COVID-19 และสอดคล้องกับมาตรฐานการเรียนรู้ / ตัวชี้วัด,2,50,2,50,0,0,0,0,0,0,0,0,4.5,0.58,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2563,FGL497,696574,41,4 (9.76%),https://sgulyano.github.io/eval/53231654.html,2563,2,4,2/2563|FGL497|696574,covid
ผู้สอนสร้างช่องทางการติดต่อกับผู้เรียน ในการปรึกษาข้อสงสัยในหัวข้อที่เรียน ทำให้การเรียนเป็นไปตามวัตถุประสงค์,2,50,1,25,1,25,0,0,0,0,0,0,4.25,0.96,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2563,FGL497,696574,41,4 (9.76%),https://sgulyano.github.io/eval/53231654.html,2563,2,4,2/2563|FGL497|696574,covid
ผู้สอนมีการเตรียมการสอนมาอย่างดี สอนอย่างมีขั้นตอนและต่อเนื่อง ตามเค้าโครงการสอนหรือเนื้อหาวิชาที่รับผิดชอบภายใต้ข้อจำกัดในการเรียนการสอนออนไลน์,1,25,2,50,1,25,0,0,0,0,0,0,4,0.82,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2563,FGL497,696574,41,4 (9.76%),https://sgulyano.github.io/eval/53231654.html,2563,2,4,2/2563|FGL497|696574,covid
ผู้สอนอธิบายชัดเจน ตรงประเด็น มีการยกตัวอย่างประกอบให้เข้าใจง่าย และมีการใช้สื่อการสอนที่สามารถเชื่อมโยงกับเนื้อหาที่สอนให้ผู้เรียนเกิดการเรียนรู้ได้ดีขึ้น,1,25,3,75,0,0,0,0,0,0,0,0,4.25,0.50,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2563,FGL497,696574,41,4 (9.76%),https://sgulyano.github.io/eval/53231654.html,2563,2,4,2/2563|FGL497|696574,covid
ผู้สอนกระตุ้นและส่งเสริมให้นักศึกษาซักถาม คิด วิเคราะห์ วิจารณ์ แสดงความคิดเห็น และส่งเสริมการค้นคว้าด้วยตนเอง พร้อมแนะนำแหล่งความรู้เพิ่มเติม,2,50,1,25,1,25,0,0,0,0,0,0,4.25,0.96,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2563,FGL497,696574,41,4 (9.76%),https://sgulyano.github.io/eval/53231654.html,2563,2,4,2/2563|FGL497|696574,covid
ผู้สอนส่งเสริมให้นักศึกษามีคุณธรรม จริยธรรม และปลูกฝังจิตสํานึกให้นักศึกษานําไปประพฤติและปฏิบัติได้อย่างเหมาะสม,2,50,1,25,1,25,0,0,0,0,0,0,4.25,0.96,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2563,FGL497,696574,41,4 (9.76%),https://sgulyano.github.io/eval/53231654.html,2563,2,4,2/2563|FGL497|696574,covid
"ผู้สอนมีการกำหนดวัตถุประสงค์, หัวข้อการสอน, และมีเอกสารอ่านประกอบ",2,100,0,0,0,0,0,0,0,0,0,0,5,0.00,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,XCM602,231863,14,2 (14.29%),https://sgulyano.github.io/eval/60189297.html,2564,1,2,1/2564|XCM602|231863,covid
ผู้สอนมีการสอน ตามสภาพจริง เหมาะสมภายใต้ข้อจำกัดในสถานการณ์ COVID-19 และสอดคล้องกับมาตรฐานการเรียนรู้ / ตัวชี้วัด,2,100,0,0,0,0,0,0,0,0,0,0,5,0.00,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,XCM602,231863,14,2 (14.29%),https://sgulyano.github.io/eval/60189297.html,2564,1,2,1/2564|XCM602|231863,covid
ผู้สอนมีการประเมินผล ตามสภาพจริง เหมาะสมภายใต้ข้อจำกัดในสถานการณ์ COVID-19 และสอดคล้องกับมาตรฐานการเรียนรู้ / ตัวชี้วัด,2,100,0,0,0,0,0,0,0,0,0,0,5,0.00,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,XCM602,231863,14,2 (14.29%),https://sgulyano.github.io/eval/60189297.html,2564,1,2,1/2564|XCM602|231863,covid
ผู้สอนสร้างช่องทางการติดต่อกับผู้เรียน ในการปรึกษาข้อสงสัยในหัวข้อที่เรียน ทำให้การเรียนเป็นไปตามวัตถุประสงค์,2,100,0,0,0,0,0,0,0,0,0,0,5,0.00,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,XCM602,231863,14,2 (14.29%),https://sgulyano.github.io/eval/60189297.html,2564,1,2,1/2564|XCM602|231863,covid
ผู้สอนมีการเตรียมการสอนมาอย่างดี สอนอย่างมีขั้นตอนและต่อเนื่อง ตามเค้าโครงการสอนหรือเนื้อหาวิชาที่รับผิดชอบภายใต้ข้อจำกัดในการเรียนการสอนออนไลน์,2,100,0,0,0,0,0,0,0,0,0,0,5,0.00,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,XCM602,231863,14,2 (14.29%),https://sgulyano.github.io/eval/60189297.html,2564,1,2,1/2564|XCM602|231863,covid
ผู้สอนอธิบายชัดเจน ตรงประเด็น มีการยกตัวอย่างประกอบให้เข้าใจง่าย และมีการใช้สื่อการสอนที่สามารถเชื่อมโยงกับเนื้อหาที่สอนให้ผู้เรียนเกิดการเรียนรู้ได้ดีขึ้น,2,100,0,0,0,0,0,0,0,0,0,0,5,0.00,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,XCM602,231863,14,2 (14.29%),https://sgulyano.github.io/eval/60189297.html,2564,1,2,1/2564|XCM602|231863,covid
ผู้สอนกระตุ้นและส่งเสริมให้นักศึกษาซักถาม คิด วิเคราะห์ วิจารณ์ แสดงความคิดเห็น และส่งเสริมการค้นคว้าด้วยตนเอง พร้อมแนะนำแหล่งความรู้เพิ่มเติม,2,100,0,0,0,0,0,0,0,0,0,0,5,0.00,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,XCM602,231863,14,2 (14.29%),https://sgulyano.github.io/eval/60189297.html,2564,1,2,1/2564|XCM602|231863,covid
ผู้สอนส่งเสริมให้นักศึกษามีคุณธรรม จริยธรรม และปลูกฝังจิตสํานึกให้นักศึกษานําไปประพฤติและปฏิบัติได้อย่างเหมาะสม,2,100,0,0,0,0,0,0,0,0,0,0,5,0.00,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2564,XCM602,231863,14,2 (14.29%),https://sgulyano.github.io/eval/60189297.html,2564,1,2,1/2564|XCM602|231863,covid
สอนอย่างเป็นระบบ,17,56.67,9,30,3,10,0,0,1,3.33,0,0,4.37,0.93,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2561,RMW014,556574,326,30 (9.20%),https://sgulyano.github.io/eval/61116032.html,2561,2,30,2/2561|RMW014|556574,normal
สอนให้คิด วิเคราะห์ วิจารณ์,12,40,8,26.67,9,30,0,0,1,3.33,0,0,4,1.02,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2561,RMW014,556574,326,30 (9.20%),https://sgulyano.github.io/eval/61116032.html,2561,2,30,2/2561|RMW014|556574,normal
กระตุ้นบรรยากาศการเรียนการสอน  มีวิธีสอนที่น่าสนใจและน่าติดตาม,11,36.67,4,13.33,9,30,2,6.67,3,10,1,3.33,3.62,1.35,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2561,RMW014,556574,326,30 (9.20%),https://sgulyano.github.io/eval/61116032.html,2561,2,30,2/2561|RMW014|556574,normal
เปิดโอกาสให้แสดงความคิดเห็นและแลกเปลี่ยนประสบการณ์ ทั้งภายในและภายนอกห้องเรียน,11,36.67,6,20,9,30,1,3.33,3,10,0,0,3.7,1.29,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2561,RMW014,556574,326,30 (9.20%),https://sgulyano.github.io/eval/61116032.html,2561,2,30,2/2561|RMW014|556574,normal
มีการให้นำเสนองาน/มีการวัดผลโดยวิธีอื่นๆที่สะท้อนความสามารถของผู้เรียนนอกเหนือจากการตอบข้อสอบ,16,53.33,11,36.67,2,6.67,1,3.33,0,0,0,0,4.4,0.77,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2561,RMW014,556574,326,30 (9.20%),https://sgulyano.github.io/eval/61116032.html,2561,2,30,2/2561|RMW014|556574,normal
ทำให้เห็นความสัมพันธ์กับวิชาอื่นที่เกี่ยวข้อง,12,40,11,36.67,6,20,0,0,0,0,1,3.33,4.21,0.77,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2561,RMW014,556574,326,30 (9.20%),https://sgulyano.github.io/eval/61116032.html,2561,2,30,2/2561|RMW014|556574,normal
ใช้สื่อและอุปกรณ์ช่วยสอนได้ดี,16,53.33,8,26.67,4,13.33,2,6.67,0,0,0,0,4.27,0.94,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2561,RMW014,556574,326,30 (9.20%),https://sgulyano.github.io/eval/61116032.html,2561,2,30,2/2561|RMW014|556574,normal
แนะนำแหล่งค้นคว้าข้อมูลเพิ่มเติมให้,11,36.67,5,16.67,9,30,2,6.67,2,6.67,1,3.33,3.72,1.25,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2561,RMW014,556574,326,30 (9.20%),https://sgulyano.github.io/eval/61116032.html,2561,2,30,2/2561|RMW014|556574,normal
โสตทัศนูปกรณ์ช่วยสอนในห้องเรียน เช่น ไมโครโฟน เครื่องฉายแผ่นทึบ มีคุณภาพพร้อมใช้งาน,21,70,4,13.33,4,13.33,1,3.33,0,0,0,0,4.5,0.86,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการปกติ,2/2561,RMW014,556574,326,30 (9.20%),https://sgulyano.github.io/eval/61116032.html,2561,2,30,2/2561|RMW014|556574,normal
สภาพของห้องเรียนหรือห้องปฏิบัติการ เช่น แสง อุณหภูมิ โต๊ะ เก้าอี้ จุดเชื่อมต่ออินเตอร์เน็ตไร้สายบริการ ฯลฯ มีความเหมาะสมและคุณภาพพร้อมใช้งาน,17,56.67,1,3.33,10,33.33,2,6.67,0,0,0,0,4.1,1.09,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการปกติ,2/2561,RMW014,556574,326,30 (9.20%),https://sgulyano.github.io/eval/61116032.html,2561,2,30,2/2561|RMW014|556574,normal
จำนวนอุปกรณ์ในการเรียนการสอนเพียงพอ และเหมาะสมต่อจำนวนผู้เรียน เช่น คอมพิวเตอร์ เครื่องดนตรี ฯลฯ,22,73.33,4,13.33,3,10,1,3.33,0,0,0,0,4.57,0.82,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการปกติ,2/2561,RMW014,556574,326,30 (9.20%),https://sgulyano.github.io/eval/61116032.html,2561,2,30,2/2561|RMW014|556574,normal
เจ้าหน้าที่อำนวยความสะดวกในการให้บริการในการเรียนวิชานี้,22,73.33,4,13.33,2,6.67,1,3.33,0,0,1,3.33,4.62,0.78,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการปกติ,2/2561,RMW014,556574,326,30 (9.20%),https://sgulyano.github.io/eval/61116032.html,2561,2,30,2/2561|RMW014|556574,normal
สอนอย่างเป็นระบบ,1,16.67,4,66.67,1,16.67,0,0,0,0,0,0,4,0.63,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
สอนให้คิด วิเคราะห์ วิจารณ์,1,16.67,4,66.67,1,16.67,0,0,0,0,0,0,4,0.63,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
กระตุ้นบรรยากาศการเรียนการสอน มีวิธีสอนที่น่าสนใจและน่าติดตาม,2,33.33,2,33.33,2,33.33,0,0,0,0,0,0,4,0.89,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
เปิดโอกาสให้แสดงความคิดเห็นและแลกเปลี่ยนประสบการณ์ ทั้งภายในและภายนอกห้องเรียน,2,33.33,4,66.67,0,0,0,0,0,0,0,0,4.33,0.52,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
มีการให้นำเสนองาน/มีการวัดผลโดยวิธีอื่นๆที่สะท้อนความสามารถของผู้เรียนนอกเหนือจากการตอบข้อสอบ,2,33.33,3,50,1,16.67,0,0,0,0,0,0,4.17,0.75,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
ทำให้เห็นความสัมพันธ์กับวิชาอื่นที่เกี่ยวข้อง,2,33.33,4,66.67,0,0,0,0,0,0,0,0,4.33,0.52,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
ใช้สื่อและอุปกรณ์ช่วยสอนได้ดี,2,33.33,3,50,1,16.67,0,0,0,0,0,0,4.17,0.75,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
แนะนำแหล่งค้นคว้าข้อมูลเพิ่มเติมให้,3,50,1,16.67,2,33.33,0,0,0,0,0,0,4.17,0.98,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
ผู้สอนแจ้งวัตถุประสงค์และเนื้อหารายวิชาตามเค้าโครงการสอนรายวิชาอย่างชัดเจน,3,50,1,16.67,2,33.33,0,0,0,0,0,0,4.17,0.98,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
ผู้สอนแจ้งเกณฑ์และวิธีประเมินผลล่วงหน้าชัดเจน,2,33.33,1,16.67,3,50,0,0,0,0,0,0,3.83,0.98,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
ผู้สอนเข้าสอนและเลิกสอนตรงเวลา,3,50,3,50,0,0,0,0,0,0,0,0,4.5,0.55,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
ผู้สอนมาสอนสม่ำเสมอ,4,66.67,2,33.33,0,0,0,0,0,0,0,0,4.67,0.52,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
