ข้อคำถาม,5,5(%),4,4(%),3,3(%),2,2(%),1,1(%),0,0(%),x_bar,SD,topic,degree,semester,subject,section,นักศึกษาที่จดทะเบียน,นักศึกษาที่ประเมิน,url,year,sem,n,class,situation
ผู้สอนสอนเนื้อหาครบถ้วน และสอดคล้องตามเค้าโครงการสอนรายวิชา,3,50,2,33.33,1,16.67,0,0,0,0,0,0,4.33,0.82,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
ผู้สอนมีการเตรียมการสอนมาอย่างดี,3,50,3,50,0,0,0,0,0,0,0,0,4.5,0.55,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
ผู้สอนชี้แนะจุดมุ่งหมายประเด็นหรือข้อสรุปที่เป็นเนื้อหาสาระสำคัญ,3,50,2,33.33,1,16.67,0,0,0,0,0,0,4.33,0.82,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
ผู้สอนแทรกเนื้อหาเกี่ยวกับคุณธรรมจริยธรรมในการเรียนการสอน,1,16.67,3,50,2,33.33,0,0,0,0,0,0,3.83,0.75,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
โสตทัศนูปกรณ์ช่วยสอนในห้องเรียน เช่น ไมโครโฟน เครื่องฉายแผ่นทึบ มีคุณภาพพร้อมใช้งาน,3,50,1,16.67,1,16.67,0,0,1,16.67,0,0,3.83,1.60,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
สภาพของห้องเรียนหรือห้องปฏิบัติการ เช่น แสง อุณหภูมิ โต๊ะ เก้าอี้ จุดเชื่อมต่ออินเตอร์เน็ตไร้สายบริการ ฯลฯ มีความเหมาะสมและคุณภาพพร้อมใช้งาน,2,33.33,1,16.67,2,33.33,0,0,1,16.67,0,0,3.5,1.52,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
จำนวนอุปกรณ์ในการเรียนการสอนเพียงพอ และเหมาะสมต่อจำนวนผู้เรียน เช่น คอมพิวเตอร์ เครื่องดนตรี ฯลฯ,2,33.33,1,16.67,2,33.33,0,0,1,16.67,0,0,3.5,1.52,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
เจ้าหน้าที่อำนวยความสะดวกในการให้บริการในการเรียนวิชานี้,2,33.33,1,16.67,2,33.33,1,16.67,0,0,0,0,3.67,1.21,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาโท โครงการพิเศษ,2/2562,DHT256,270981,12,6 (50.00%),https://sgulyano.github.io/eval/66887754.html,2562,2,6,2/2562|DHT256|270981,normal
สอนอย่างเป็นระบบ,4,57.14,2,28.57,0,0,1,14.29,0,0,0,0,4.29,1.11,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
สอนให้คิด วิเคราะห์ วิจารณ์,4,57.14,1,14.29,2,28.57,0,0,0,0,0,0,4.29,0.95,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
กระตุ้นบรรยากาศการเรียนการสอน มีวิธีสอนที่น่าสนใจและน่าติดตาม,1,14.29,2,28.57,3,42.86,1,14.29,0,0,0,0,3.43,0.98,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
เปิดโอกาสให้แสดงความคิดเห็นและแลกเปลี่ยนประสบการณ์ ทั้งภายในและภายนอกห้องเรียน,3,42.86,3,42.86,1,14.29,0,0,0,0,0,0,4.29,0.76,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
มีการให้นำเสนองาน/มีการวัดผลโดยวิธีอื่นๆที่สะท้อนความสามารถของผู้เรียนนอกเหนือจากการตอบข้อสอบ,4,57.14,2,28.57,1,14.29,0,0,0,0,0,0,4.43,0.79,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ทำให้เห็นความสัมพันธ์กับวิชาอื่นที่เกี่ยวข้อง,5,71.43,1,14.29,1,14.29,0,0,0,0,0,0,4.57,0.79,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ใช้สื่อและอุปกรณ์ช่วยสอนได้ดี,5,71.43,2,28.57,0,0,0,0,0,0,0,0,4.71,0.49,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
แนะนำแหล่งค้นคว้าข้อมูลเพิ่มเติมให้,3,42.86,3,42.86,1,14.29,0,0,0,0,0,0,4.29,0.76,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ผู้สอนแจ้งวัตถุประสงค์และเนื้อหารายวิชาตามเค้าโครงการสอนรายวิชาอย่างชัดเจน,3,42.86,4,57.14,0,0,0,0,0,0,0,0,4.43,0.53,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ผู้สอนแจ้งเกณฑ์และวิธีประเมินผลล่วงหน้าชัดเจน,3,42.86,4,57.14,0,0,0,0,0,0,0,0,4.43,0.53,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ผู้สอนเข้าสอนและเลิกสอนตรงเวลา,6,85.71,1,14.29,0,0,0,0,0,0,0,0,4.86,0.38,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ผู้สอนมาสอนสม่ำเสมอ,4,57.14,3,42.86,0,0,0,0,0,0,0,0,4.57,0.53,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ผู้สอนสอนเนื้อหาครบถ้วน และสอดคล้องตามเค้าโครงการสอนรายวิชา,4,57.14,3,42.86,0,0,0,0,0,0,0,0,4.57,0.53,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ผู้สอนมีการเตรียมการสอนมาอย่างดี,3,42.86,4,57.14,0,0,0,0,0,0,0,0,4.43,0.53,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ผู้สอนชี้แนะจุดมุ่งหมายประเด็นหรือข้อสรุปที่เป็นเนื้อหาสาระสำคัญ,4,57.14,3,42.86,0,0,0,0,0,0,0,0,4.57,0.53,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ผู้สอนแทรกเนื้อหาเกี่ยวกับคุณธรรมจริยธรรมในการเรียนการสอน,5,71.43,2,28.57,0,0,0,0,0,0,0,0,4.71,0.49,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
โสตทัศนูปกรณ์ช่วยสอนในห้องเรียน เช่น ไมโครโฟน เครื่องฉายแผ่นทึบ มีคุณภาพพร้อมใช้งาน,4,57.14,2,28.57,1,14.29,0,0,0,0,0,0,4.43,0.79,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
สภาพของห้องเรียนหรือห้องปฏิบัติการ เช่น แสง อุณหภูมิ โต๊ะ เก้าอี้ จุดเชื่อมต่ออินเตอร์เน็ตไร้สายบริการ ฯลฯ มีความเหมาะสมและคุณภาพพร้อมใช้งาน,5,71.43,1,14.29,1,14.29,0,0,0,0,0,0,4.57,0.79,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
จำนวนอุปกรณ์ในการเรียนการสอนเพียงพอ และเหมาะสมต่อจำนวนผู้เรียน เช่น คอมพิวเตอร์ เครื่องดนตรี ฯลฯ,5,71.43,1,14.29,1,14.29,0,0,0,0,0,0,4.57,0.79,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
เจ้าหน้าที่อำนวยความสะดวกในการให้บริการในการเรียนวิชานี้,5,71.43,1,14.29,1,14.29,0,0,0,0,0,0,4.57,0.79,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
"ผู้สอนมีการกำหนดวัตถุประสงค์, หัวข้อการสอน, และมีเอกสารอ่านประกอบ",124,71.26,36,20.69,12,6.9,0,0,1,0.57,1,0.57,4.63,0.67,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2563,RMW014,556574,560,175 (31.25%),https://sgulyano.github.io/eval/71728345.html,2563,2,175,2/2563|RMW014|556574,covid
ผู้สอนมีการสอน ตามสภาพจริง เหมาะสมภายใต้ข้อจำกัดในสถานการณ์ COVID-19 และสอดคล้องกับมาตรฐานการเรียนรู้ / ตัวชี้วัด,122,70.11,30,17.24,19,10.92,1,0.57,1,0.57,1,0.57,4.57,0.76,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2563,RMW014,556574,560,175 (31.25%),https://sgulyano.github.io/eval/71728345.html,2563,2,175,2/2563|RMW014|556574,covid
ผู้สอนมีการประเมินผล ตามสภาพจริง เหมาะสมภายใต้ข้อจำกัดในสถานการณ์ COVID-19 และสอดคล้องกับมาตรฐานการเรียนรู้ / ตัวชี้วัด,106,60.92,45,25.86,19,10.92,2,1.15,1,0.57,1,0.57,4.46,0.78,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2563,RMW014,556574,560,175 (31.25%),https://sgulyano.github.io/eval/71728345.html,2563,2,175,2/2563|RMW014|556574,covid
ผู้สอนสร้างช่องทางการติดต่อกับผู้เรียน ในการปรึกษาข้อสงสัยในหัวข้อที่เรียน ทำให้การเรียนเป็นไปตามวัตถุประสงค์,121,69.54,32,18.39,17,9.77,1,0.57,1,0.57,2,1.15,4.58,0.74,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2563,RMW014,556574,560,175 (31.25%),https://sgulyano.github.io/eval/71728345.html,2563,2,175,2/2563|RMW014|556574,covid
ผู้สอนมีการเตรียมการสอนมาอย่างดี สอนอย่างมีขั้นตอนและต่อเนื่อง ตามเค้าโครงการสอนหรือเนื้อหาวิชาที่รับผิดชอบภายใต้ข้อจำกัดในการเรียนการสอนออนไลน์,118,67.82,36,20.69,16,9.2,2,1.15,1,0.57,1,0.57,4.55,0.76,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2563,RMW014,556574,560,175 (31.25%),https://sgulyano.github.io/eval/71728345.html,2563,2,175,2/2563|RMW014|556574,covid
ผู้สอนอธิบายชัดเจน ตรงประเด็น มีการยกตัวอย่างประกอบให้เข้าใจง่าย และมีการใช้สื่อการสอนที่สามารถเชื่อมโยงกับเนื้อหาที่สอนให้ผู้เรียนเกิดการเรียนรู้ได้ดีขึ้น,96,55.17,47,27.01,23,13.22,6,3.45,1,0.57,1,0.57,4.34,0.88,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2563,RMW014,556574,560,175 (31.25%),https://sgulyano.github.io/eval/71728345.html,2563,2,175,2/2563|RMW014|556574,covid
ผู้สอนกระตุ้นและส่งเสริมให้นักศึกษาซักถาม คิด วิเคราะห์ วิจารณ์ แสดงความคิดเห็น และส่งเสริมการค้นคว้าด้วยตนเอง พร้อมแนะนำแหล่งความรู้เพิ่มเติม,93,53.45,47,27.01,26,14.94,5,2.87,2,1.15,1,0.57,4.29,0.91,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2563,RMW014,556574,560,175 (31.25%),https://sgulyano.github.io/eval/71728345.html,2563,2,175,2/2563|RMW014|556574,covid
ผู้สอนส่งเสริมให้นักศึกษามีคุณธรรม จริยธรรม และปลูกฝังจิตสํานึกให้นักศึกษานําไปประพฤติและปฏิบัติได้อย่างเหมาะสม,104,59.77,43,24.71,20,11.49,4,2.3,1,0.57,2,1.15,4.42,0.83,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2563,RMW014,556574,560,175 (31.25%),https://sgulyano.github.io/eval/71728345.html,2563,2,175,2/2563|RMW014|556574,covid
"ผู้สอนมีการกำหนดวัตถุประสงค์, หัวข้อการสอน, และมีเอกสารอ่านประกอบ",27,67.5,11,27.5,2,5,0,0,0,0,0,0,4.63,0.59,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2564,FGL497,231863,66,41 (62.12%),https://sgulyano.github.io/eval/79550445.html,2564,2,41,2/2564|FGL497|231863,covid
ผู้สอนมีการสอน ตามสภาพจริง เหมาะสมภายใต้ข้อจำกัดในสถานการณ์ COVID-19 และสอดคล้องกับมาตรฐานการเรียนรู้ / ตัวชี้วัด,24,60,12,30,2,5,2,5,0,0,0,0,4.45,0.81,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2564,FGL497,231863,66,41 (62.12%),https://sgulyano.github.io/eval/79550445.html,2564,2,41,2/2564|FGL497|231863,covid
ผู้สอนมีการประเมินผล ตามสภาพจริง เหมาะสมภายใต้ข้อจำกัดในสถานการณ์ COVID-19 และสอดคล้องกับมาตรฐานการเรียนรู้ / ตัวชี้วัด,23,57.5,13,32.5,4,10,0,0,0,0,0,0,4.48,0.68,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2564,FGL497,231863,66,41 (62.12%),https://sgulyano.github.io/eval/79550445.html,2564,2,41,2/2564|FGL497|231863,covid
ผู้สอนสร้างช่องทางการติดต่อกับผู้เรียน ในการปรึกษาข้อสงสัยในหัวข้อที่เรียน ทำให้การเรียนเป็นไปตามวัตถุประสงค์,19,47.5,9,22.5,7,17.5,4,10,1,2.5,0,0,4.03,1.14,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2564,FGL497,231863,66,41 (62.12%),https://sgulyano.github.io/eval/79550445.html,2564,2,41,2/2564|FGL497|231863,covid
ผู้สอนมีการเตรียมการสอนมาอย่างดี สอนอย่างมีขั้นตอนและต่อเนื่อง ตามเค้าโครงการสอนหรือเนื้อหาวิชาที่รับผิดชอบภายใต้ข้อจำกัดในการเรียนการสอนออนไลน์,19,47.5,19,47.5,2,5,0,0,0,0,0,0,4.43,0.59,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2564,FGL497,231863,66,41 (62.12%),https://sgulyano.github.io/eval/79550445.html,2564,2,41,2/2564|FGL497|231863,covid
ผู้สอนอธิบายชัดเจน ตรงประเด็น มีการยกตัวอย่างประกอบให้เข้าใจง่าย และมีการใช้สื่อการสอนที่สามารถเชื่อมโยงกับเนื้อหาที่สอนให้ผู้เรียนเกิดการเรียนรู้ได้ดีขึ้น,11,27.5,18,45,11,27.5,0,0,0,0,0,0,4,0.75,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2564,FGL497,231863,66,41 (62.12%),https://sgulyano.github.io/eval/79550445.html,2564,2,41,2/2564|FGL497|231863,covid
ผู้สอนกระตุ้นและส่งเสริมให้นักศึกษาซักถาม คิด วิเคราะห์ วิจารณ์ แสดงความคิดเห็น และส่งเสริมการค้นคว้าด้วยตนเอง พร้อมแนะนำแหล่งความรู้เพิ่มเติม,20,50,10,25,10,25,0,0,0,0,0,0,4.25,0.84,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2564,FGL497,231863,66,41 (62.12%),https://sgulyano.github.io/eval/79550445.html,2564,2,41,2/2564|FGL497|231863,covid
ผู้สอนส่งเสริมให้นักศึกษามีคุณธรรม จริยธรรม และปลูกฝังจิตสํานึกให้นักศึกษานําไปประพฤติและปฏิบัติได้อย่างเหมาะสม,22,55,13,32.5,3,7.5,1,2.5,0,0,1,2.5,4.44,0.75,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2564,FGL497,231863,66,41 (62.12%),https://sgulyano.github.io/eval/79550445.html,2564,2,41,2/2564|FGL497|231863,covid
"ผู้สอนมีการกำหนดวัตถุประสงค์, หัวข้อการสอน, และมีเอกสารอ่านประกอบ",4,80,1,20,0,0,0,0,0,0,0,0,4.8,0.45,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2563,AZW892,231863,43,5 (11.63%),https://sgulyano.github.io/eval/83255004.html,2563,2,5,2/2563|AZW892|231863,covid
ผู้สอนมีการสอน ตามสภาพจริง เหมาะสมภายใต้ข้อจำกัดในสถานการณ์ COVID-19 และสอดคล้องกับมาตรฐานการเรียนรู้ / ตัวชี้วัด,3,60,1,20,1,20,0,0,0,0,0,0,4.4,0.89,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2563,AZW892,231863,43,5 (11.63%),https://sgulyano.github.io/eval/83255004.html,2563,2,5,2/2563|AZW892|231863,covid
ผู้สอนมีการประเมินผล ตามสภาพจริง เหมาะสมภายใต้ข้อจำกัดในสถานการณ์ COVID-19 และสอดคล้องกับมาตรฐานการเรียนรู้ / ตัวชี้วัด,2,40,1,20,2,40,0,0,0,0,0,0,4,1.00,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2563,AZW892,231863,43,5 (11.63%),https://sgulyano.github.io/eval/83255004.html,2563,2,5,2/2563|AZW892|231863,covid
ผู้สอนสร้างช่องทางการติดต่อกับผู้เรียน ในการปรึกษาข้อสงสัยในหัวข้อที่เรียน ทำให้การเรียนเป็นไปตามวัตถุประสงค์,4,80,0,0,1,20,0,0,0,0,0,0,4.6,0.89,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2563,AZW892,231863,43,5 (11.63%),https://sgulyano.github.io/eval/83255004.html,2563,2,5,2/2563|AZW892|231863,covid
ผู้สอนมีการเตรียมการสอนมาอย่างดี สอนอย่างมีขั้นตอนและต่อเนื่อง ตามเค้าโครงการสอนหรือเนื้อหาวิชาที่รับผิดชอบภายใต้ข้อจำกัดในการเรียนการสอนออนไลน์,3,60,1,20,1,20,0,0,0,0,0,0,4.4,0.89,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2563,AZW892,231863,43,5 (11.63%),https://sgulyano.github.io/eval/83255004.html,2563,2,5,2/2563|AZW892|231863,covid
ผู้สอนอธิบายชัดเจน ตรงประเด็น มีการยกตัวอย่างประกอบให้เข้าใจง่าย และมีการใช้สื่อการสอนที่สามารถเชื่อมโยงกับเนื้อหาที่สอนให้ผู้เรียนเกิดการเรียนรู้ได้ดีขึ้น,3,60,0,0,1,20,0,0,1,20,0,0,3.8,1.79,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2563,AZW892,231863,43,5 (11.63%),https://sgulyano.github.io/eval/83255004.html,2563,2,5,2/2563|AZW892|231863,covid
ผู้สอนกระตุ้นและส่งเสริมให้นักศึกษาซักถาม คิด วิเคราะห์ วิจารณ์ แสดงความคิดเห็น และส่งเสริมการค้นคว้าด้วยตนเอง พร้อมแนะนำแหล่งความรู้เพิ่มเติม,4,80,0,0,1,20,0,0,0,0,0,0,4.6,0.89,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2563,AZW892,231863,43,5 (11.63%),https://sgulyano.github.io/eval/83255004.html,2563,2,5,2/2563|AZW892|231863,covid
ผู้สอนส่งเสริมให้นักศึกษามีคุณธรรม จริยธรรม และปลูกฝังจิตสํานึกให้นักศึกษานําไปประพฤติและปฏิบัติได้อย่างเหมาะสม,4,80,0,0,0,0,1,20,0,0,0,0,4.4,1.34,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2563,AZW892,231863,43,5 (11.63%),https://sgulyano.github.io/eval/83255004.html,2563,2,5,2/2563|AZW892|231863,covid
สอนอย่างเป็นระบบ,4,50,2,25,0,0,1,12.5,0,0,1,12.5,4.29,1.11,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
