ข้อคำถาม,5,5(%),4,4(%),3,3(%),2,2(%),1,1(%),0,0(%),x_bar,SD,topic,degree,semester,subject,section,นักศึกษาที่จดทะเบียน,นักศึกษาที่ประเมิน,url,year,sem,n,class,situation
สอนให้คิด วิเคราะห์ วิจารณ์,1,12.5,4,50,1,12.5,1,12.5,1,12.5,0,0,3.38,1.30,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
กระตุ้นบรรยากาศการเรียนการสอน มีวิธีสอนที่น่าสนใจและน่าติดตาม,1,12.5,2,25,3,37.5,1,12.5,1,12.5,0,0,3.13,1.25,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
เปิดโอกาสให้แสดงความคิดเห็นและแลกเปลี่ยนประสบการณ์ ทั้งภายในและภายนอกห้องเรียน,2,25,3,37.5,2,25,1,12.5,0,0,0,0,3.75,1.04,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
มีการให้นำเสนองาน/มีการวัดผลโดยวิธีอื่นๆที่สะท้อนความสามารถของผู้เรียนนอกเหนือจากการตอบข้อสอบ,1,12.5,5,62.5,1,12.5,1,12.5,0,0,0,0,3.75,0.89,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
ทำให้เห็นความสัมพันธ์กับวิชาอื่นที่เกี่ยวข้อง,1,12.5,3,37.5,2,25,2,25,0,0,0,0,3.38,1.06,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
ใช้สื่อและอุปกรณ์ช่วยสอนได้ดี,1,12.5,4,50,2,25,0,0,1,12.5,0,0,3.5,1.20,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
แนะนำแหล่งค้นคว้าข้อมูลเพิ่มเติมให้,1,12.5,2,25,2,25,1,12.5,2,25,0,0,2.88,1.46,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
ผู้สอนแจ้งวัตถุประสงค์และเนื้อหารายวิชาตามเค้าโครงการสอนรายวิชาอย่างชัดเจน,3,37.5,2,25,2,25,0,0,1,12.5,0,0,3.75,1.39,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
ผู้สอนแจ้งเกณฑ์และวิธีประเมินผลล่วงหน้าชัดเจน,5,62.5,2,25,0,0,0,0,1,12.5,0,0,4.25,1.39,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
ผู้สอนเข้าสอนและเลิกสอนตรงเวลา,5,62.5,2,25,1,12.5,0,0,0,0,0,0,4.5,0.76,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
ผู้สอนมาสอนสม่ำเสมอ,4,50,2,25,1,12.5,0,0,1,12.5,0,0,4,1.41,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
ผู้สอนสอนเนื้อหาครบถ้วน และสอดคล้องตามเค้าโครงการสอนรายวิชา,3,37.5,3,37.5,1,12.5,0,0,1,12.5,0,0,3.88,1.36,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
ผู้สอนมีการเตรียมการสอนมาอย่างดี,4,50,2,25,0,0,0,0,1,12.5,1,12.5,4.14,1.46,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
ผู้สอนชี้แนะจุดมุ่งหมายประเด็นหรือข้อสรุปที่เป็นเนื้อหาสาระสำคัญ,1,12.5,4,50,1,12.5,1,12.5,1,12.5,0,0,3.38,1.30,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
ผู้สอนแทรกเนื้อหาเกี่ยวกับคุณธรรมจริยธรรมในการเรียนการสอน,2,25,3,37.5,1,12.5,1,12.5,1,12.5,0,0,3.5,1.41,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
โสตทัศนูปกรณ์ช่วยสอนในห้องเรียน เช่น ไมโครโฟน เครื่องฉายแผ่นทึบ มีคุณภาพพร้อมใช้งาน,3,37.5,4,50,1,12.5,0,0,0,0,0,0,4.25,0.71,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
สภาพของห้องเรียนหรือห้องปฏิบัติการ เช่น แสง อุณหภูมิ โต๊ะ เก้าอี้ จุดเชื่อมต่ออินเตอร์เน็ตไร้สายบริการ ฯลฯ มีความเหมาะสมและคุณภาพพร้อมใช้งาน,3,37.5,4,50,0,0,1,12.5,0,0,0,0,4.13,0.99,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
จำนวนอุปกรณ์ในการเรียนการสอนเพียงพอ และเหมาะสมต่อจำนวนผู้เรียน เช่น คอมพิวเตอร์ เครื่องดนตรี ฯลฯ,3,37.5,3,37.5,2,25,0,0,0,0,0,0,4.13,0.83,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
เจ้าหน้าที่อำนวยความสะดวกในการให้บริการในการเรียนวิชานี้,5,62.5,2,25,0,0,1,12.5,0,0,0,0,4.38,1.06,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,1/2563,YRY790,728025,44,9 (20.45%),https://sgulyano.github.io/eval/94026030.html,2563,1,9,1/2563|YRY790|728025,normal
สอนอย่างเป็นระบบ,18,75,4,16.67,2,8.33,0,0,0,0,0,0,4.67,0.64,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
สอนให้คิด วิเคราะห์ วิจารณ์,15,62.5,8,33.33,0,0,0,0,1,4.17,0,0,4.5,0.88,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
กระตุ้นบรรยากาศการเรียนการสอน มีวิธีสอนที่น่าสนใจและน่าติดตาม,9,37.5,7,29.17,6,25,1,4.17,1,4.17,0,0,3.92,1.10,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
เปิดโอกาสให้แสดงความคิดเห็นและแลกเปลี่ยนประสบการณ์ ทั้งภายในและภายนอกห้องเรียน,13,54.17,8,33.33,2,8.33,1,4.17,0,0,0,0,4.38,0.82,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
มีการให้นำเสนองาน/มีการวัดผลโดยวิธีอื่นๆที่สะท้อนความสามารถของผู้เรียนนอกเหนือจากการตอบข้อสอบ,18,75,4,16.67,2,8.33,0,0,0,0,0,0,4.67,0.64,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
ทำให้เห็นความสัมพันธ์กับวิชาอื่นที่เกี่ยวข้อง,15,62.5,5,20.83,4,16.67,0,0,0,0,0,0,4.46,0.78,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
ใช้สื่อและอุปกรณ์ช่วยสอนได้ดี,18,75,6,25,0,0,0,0,0,0,0,0,4.75,0.44,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
แนะนำแหล่งค้นคว้าข้อมูลเพิ่มเติมให้,16,66.67,5,20.83,3,12.5,0,0,0,0,0,0,4.54,0.72,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
ผู้สอนแจ้งวัตถุประสงค์และเนื้อหารายวิชาตามเค้าโครงการสอนรายวิชาอย่างชัดเจน,20,83.33,4,16.67,0,0,0,0,0,0,0,0,4.83,0.38,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
ผู้สอนแจ้งเกณฑ์และวิธีประเมินผลล่วงหน้าชัดเจน,21,87.5,3,12.5,0,0,0,0,0,0,0,0,4.88,0.34,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
ผู้สอนเข้าสอนและเลิกสอนตรงเวลา,23,95.83,1,4.17,0,0,0,0,0,0,0,0,4.96,0.20,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
ผู้สอนมาสอนสม่ำเสมอ,23,95.83,1,4.17,0,0,0,0,0,0,0,0,4.96,0.20,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
ผู้สอนสอนเนื้อหาครบถ้วน และสอดคล้องตามเค้าโครงการสอนรายวิชา,18,75,6,25,0,0,0,0,0,0,0,0,4.75,0.44,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
ผู้สอนมีการเตรียมการสอนมาอย่างดี,19,79.17,4,16.67,1,4.17,0,0,0,0,0,0,4.75,0.53,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
ผู้สอนชี้แนะจุดมุ่งหมายประเด็นหรือข้อสรุปที่เป็นเนื้อหาสาระสำคัญ,18,75,6,25,0,0,0,0,0,0,0,0,4.75,0.44,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
ผู้สอนแทรกเนื้อหาเกี่ยวกับคุณธรรมจริยธรรมในการเรียนการสอน,14,58.33,4,16.67,6,25,0,0,0,0,0,0,4.33,0.87,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
โสตทัศนูปกรณ์ช่วยสอนในห้องเรียน เช่น ไมโครโฟน เครื่องฉายแผ่นทึบ มีคุณภาพพร้อมใช้งาน,16,66.67,6,25,1,4.17,0,0,1,4.17,0,0,4.5,0.93,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
สภาพของห้องเรียนหรือห้องปฏิบัติการ เช่น แสง อุณหภูมิ โต๊ะ เก้าอี้ จุดเชื่อมต่ออินเตอร์เน็ตไร้สายบริการ ฯลฯ มีความเหมาะสมและคุณภาพพร้อมใช้งาน,13,54.17,8,33.33,2,8.33,1,4.17,0,0,0,0,4.38,0.82,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
จำนวนอุปกรณ์ในการเรียนการสอนเพียงพอ และเหมาะสมต่อจำนวนผู้เรียน เช่น คอมพิวเตอร์ เครื่องดนตรี ฯลฯ,13,54.17,6,25,4,16.67,1,4.17,0,0,0,0,4.29,0.91,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
เจ้าหน้าที่อำนวยความสะดวกในการให้บริการในการเรียนวิชานี้,14,58.33,6,25,3,12.5,1,4.17,0,0,0,0,4.38,0.88,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,1/2563,DRI970,728025,47,25 (53.19%),https://sgulyano.github.io/eval/95860997.html,2563,1,25,1/2563|DRI970|728025,normal
สอนอย่างเป็นระบบ,15,51.72,11,37.93,2,6.9,1,3.45,0,0,0,0,4.38,0.78,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
สอนให้คิด วิเคราะห์ วิจารณ์,14,48.28,9,31.03,6,20.69,0,0,0,0,0,0,4.28,0.80,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
กระตุ้นบรรยากาศการเรียนการสอน มีวิธีสอนที่น่าสนใจและน่าติดตาม,13,44.83,7,24.14,7,24.14,1,3.45,1,3.45,0,0,4.03,1.09,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
เปิดโอกาสให้แสดงความคิดเห็นและแลกเปลี่ยนประสบการณ์ ทั้งภายในและภายนอกห้องเรียน,15,51.72,10,34.48,4,13.79,0,0,0,0,0,0,4.38,0.73,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
มีการให้นำเสนองาน/มีการวัดผลโดยวิธีอื่นๆที่สะท้อนความสามารถของผู้เรียนนอกเหนือจากการตอบข้อสอบ,16,55.17,13,44.83,0,0,0,0,0,0,0,0,4.55,0.51,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
ทำให้เห็นความสัมพันธ์กับวิชาอื่นที่เกี่ยวข้อง,12,41.38,10,34.48,5,17.24,2,6.9,0,0,0,0,4.1,0.94,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
ใช้สื่อและอุปกรณ์ช่วยสอนได้ดี,17,58.62,7,24.14,2,6.9,2,6.9,1,3.45,0,0,4.28,1.10,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
แนะนำแหล่งค้นคว้าข้อมูลเพิ่มเติมให้,16,55.17,7,24.14,6,20.69,0,0,0,0,0,0,4.34,0.81,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
ผู้สอนแจ้งวัตถุประสงค์และเนื้อหารายวิชาตามเค้าโครงการสอนรายวิชาอย่างชัดเจน,19,65.52,7,24.14,3,10.34,0,0,0,0,0,0,4.55,0.69,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
ผู้สอนแจ้งเกณฑ์และวิธีประเมินผลล่วงหน้าชัดเจน,21,72.41,5,17.24,2,6.9,1,3.45,0,0,0,0,4.59,0.78,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
ผู้สอนเข้าสอนและเลิกสอนตรงเวลา,19,65.52,9,31.03,1,3.45,0,0,0,0,0,0,4.62,0.56,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
ผู้สอนมาสอนสม่ำเสมอ,20,68.97,8,27.59,0,0,1,3.45,0,0,0,0,4.62,0.68,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
ผู้สอนสอนเนื้อหาครบถ้วน และสอดคล้องตามเค้าโครงการสอนรายวิชา,18,62.07,7,24.14,4,13.79,0,0,0,0,0,0,4.48,0.74,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
ผู้สอนมีการเตรียมการสอนมาอย่างดี,20,68.97,6,20.69,2,6.9,1,3.45,0,0,0,0,4.55,0.78,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
ผู้สอนชี้แนะจุดมุ่งหมายประเด็นหรือข้อสรุปที่เป็นเนื้อหาสาระสำคัญ,16,55.17,9,31.03,3,10.34,1,3.45,0,0,0,0,4.38,0.82,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
ผู้สอนแทรกเนื้อหาเกี่ยวกับคุณธรรมจริยธรรมในการเรียนการสอน,15,51.72,9,31.03,3,10.34,2,6.9,0,0,0,0,4.28,0.92,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
โสตทัศนูปกรณ์ช่วยสอนในห้องเรียน เช่น ไมโครโฟน เครื่องฉายแผ่นทึบ มีคุณภาพพร้อมใช้งาน,14,48.28,8,27.59,5,17.24,1,3.45,1,3.45,0,0,4.14,1.06,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
สภาพของห้องเรียนหรือห้องปฏิบัติการ เช่น แสง อุณหภูมิ โต๊ะ เก้าอี้ จุดเชื่อมต่ออินเตอร์เน็ตไร้สายบริการ ฯลฯ มีความเหมาะสมและคุณภาพพร้อมใช้งาน,13,44.83,11,37.93,4,13.79,0,0,1,3.45,0,0,4.21,0.94,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
จำนวนอุปกรณ์ในการเรียนการสอนเพียงพอ และเหมาะสมต่อจำนวนผู้เรียน เช่น คอมพิวเตอร์ เครื่องดนตรี ฯลฯ,15,51.72,6,20.69,5,17.24,0,0,3,10.34,0,0,4.03,1.30,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
เจ้าหน้าที่อำนวยความสะดวกในการให้บริการในการเรียนวิชานี้,14,48.28,10,34.48,4,13.79,0,0,1,3.45,0,0,4.24,0.95,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,1/2563,NYE553,231863,43,29 (67.44%),https://sgulyano.github.io/eval/96905621.html,2563,1,29,1/2563|NYE553|231863,normal
